"customer_id","first_name","last_name","region","account_type","account_status","transaction_count","total_transaction_value","platform_revenue","average_transaction_value","last_transaction_date","activity_risk_status","customer_value_segment"
"CUST006108","Sana","Shah","North","Savings Account","Active","97","1333241.03","8045.60","13744.75","2025-12-27","Active","VIP"
"CUST011347","Hira","Qureshi","South","Digital Wallet","Closed","95","1332626.95","8335.99","14027.65","2025-12-27","Active","VIP"
"CUST006839","Omar","Raza","West","Savings Account","Active","107","1320164.95","8753.66","12337.99","2025-12-20","Active","VIP"
"CUST002461","Ayesha","Raza","South","Premium Account","Active","66","1319673.19","7290.61","19995.05","2025-12-27","Active","VIP"
"CUST001957","Talha","Mirza","Central","Current Account","Active","84","1315485.48","8921.14","15660.54","2025-12-27","Active","VIP"
"CUST004069","Ayesha","Ahmed","West","Digital Wallet","Active","98","1314085.30","9122.29","13409.03","2025-12-23","Active","VIP"
"CUST008633","Talha","Butt","North","Savings Account","Dormant","93","1305475.30","8829.82","14037.37","2025-12-19","Active","VIP"
"CUST007532","Maham","Malik","North","Digital Wallet","Active","72","1305285.12","7771.45","18128.96","2025-12-06","Active","VIP"
"CUST009598","Danish","Khan","Central","Current Account","Active","73","1305189.81","7412.18","17879.31","2025-12-27","Active","VIP"
"CUST006611","Bilal","Farooq","South","Current Account","Dormant","58","1301294.55","6895.82","22436.11","2025-12-23","Active","VIP"
"CUST009715","Maryam","Javed","North","Current Account","Active","93","1301096.86","9032.50","13990.29","2025-12-28","Active","VIP"
"CUST002050","Ahmed","Khan","Central","Digital Wallet","Active","87","1295329.36","8886.56","14888.84","2025-12-31","Active","VIP"
"CUST002832","Zainab","Butt","Central","Savings Account","Active","66","1294044.05","7077.97","19606.73","2025-12-27","Active","VIP"
"CUST007012","Saad","Siddiqui","West","Digital Wallet","Active","111","1292269.36","9496.59","11642.07","2025-12-26","Active","VIP"
"CUST001735","Usman","Qureshi","South","Current Account","Active","98","1290539.96","7952.41","13168.78","2025-12-28","Active","VIP"
"CUST003306","Talha","Mirza","North","Digital Wallet","Active","102","1284250.57","9341.08","12590.69","2025-12-30","Active","VIP"
"CUST009499","Danish","Khan","West","Savings Account","Active","90","1272956.89","9412.44","14143.97","2025-12-30","Active","VIP"
"CUST002644","Maryam","Mirza","South","Digital Wallet","Dormant","51","1260289.80","7970.62","24711.56","2025-12-29","Active","VIP"
"CUST011343","Ahmed","Iqbal","Central","Digital Wallet","Active","66","1254327.25","6894.29","19004.96","2025-12-26","Active","VIP"
"CUST011098","Ahmed","Shah","South","Current Account","Active","92","1254036.01","7598.40","13630.83","2025-12-29","Active","VIP"
"CUST007039","Ayesha","Malik","South","Savings Account","Active","102","1245503.43","8774.79","12210.82","2025-12-25","Active","VIP"
"CUST011485","Zainab","Ahmed","North","Digital Wallet","Closed","74","1245284.49","8563.50","16828.17","2025-12-29","Active","VIP"
"CUST001722","Ali","Aslam","North","Savings Account","Active","78","1237442.17","7867.24","15864.64","2025-12-21","Active","VIP"
"CUST009386","Maryam","Malik","Central","Current Account","Active","92","1235729.83","8285.42","13431.85","2025-12-31","Active","VIP"
"CUST000335","Noor","Mirza","North","Savings Account","Closed","74","1230502.50","9032.57","16628.41","2025-12-31","Active","VIP"
"CUST006529","Ayesha","Ahmed","Central","Savings Account","Active","103","1229519.97","8150.61","11937.09","2025-12-28","Active","VIP"
"CUST010084","Ayesha","Sheikh","West","Current Account","Active","89","1226403.43","8425.53","13779.81","2025-12-25","Active","VIP"
"CUST005183","Danish","Ahmed","North","Premium Account","Active","82","1225693.24","7103.14","14947.48","2025-12-14","Active","VIP"
"CUST005371","Ayesha","Ahmed","North","Savings Account","Active","87","1220662.67","7857.80","14030.61","2025-12-25","Active","VIP"
"CUST005974","Omar","Aslam","West","Savings Account","Active","54","1219501.35","6795.05","22583.36","2025-12-29","Active","VIP"
"CUST010230","Fatima","Ahmed","Central","Current Account","Active","72","1218668.77","7665.96","16925.96","2025-12-10","Active","VIP"
"CUST008001","Hira","Mirza","Central","Premium Account","Active","72","1210284.80","8267.17","16809.51","2025-12-21","Active","VIP"
"CUST008711","Talha","Raza","South","Savings Account","Active","84","1203056.19","8130.47","14322.10","2025-12-16","Active","VIP"
"CUST004075","Maham","Malik","North","Digital Wallet","Closed","61","1201056.02","7550.65","19689.44","2025-12-24","Active","VIP"
"CUST010175","Iqra","Iqbal","North","Digital Wallet","Active","72","1200541.69","7347.20","16674.19","2025-12-23","Active","VIP"
"CUST002127","Usman","Sheikh","Central","Digital Wallet","Active","79","1199123.61","8683.54","15178.78","2025-12-13","Active","VIP"
"CUST011850","Saad","Shah","North","Digital Wallet","Active","59","1189769.57","8018.81","20165.59","2025-12-08","Active","VIP"
"CUST005179","Ali","Raza","Central","Digital Wallet","Active","78","1189571.54","7758.91","15250.92","2025-12-28","Active","VIP"
"CUST008307","Maryam","Butt","South","Current Account","Active","40","1188638.10","5967.75","29715.95","2025-12-30","Active","VIP"
"CUST004206","Hira","Iqbal","South","Premium Account","Active","79","1184464.19","7888.66","14993.22","2025-12-06","Active","VIP"
"CUST006344","Ayesha","Javed","Central","Digital Wallet","Active","77","1184147.79","8598.95","15378.54","2025-12-27","Active","VIP"
"CUST007029","Danish","Aslam","Central","Current Account","Active","68","1184012.35","8664.59","17411.95","2025-12-25","Active","VIP"
"CUST008394","Maham","Farooq","South","Digital Wallet","Active","79","1183763.99","7967.80","14984.35","2025-12-13","Active","VIP"
"CUST007529","Fatima","Siddiqui","Central","Current Account","Active","80","1183161.78","7779.32","14789.52","2025-12-20","Active","VIP"
"CUST008553","Noor","Siddiqui","South","Savings Account","Active","63","1182650.11","7373.67","18772.22","2025-12-26","Active","VIP"
"CUST008466","Hassan","Raza","Central","Savings Account","Active","79","1182458.81","8522.03","14967.83","2025-12-12","Active","VIP"
"CUST007331","Bilal","Khan","North","Digital Wallet","Active","69","1181325.77","6836.31","17120.66","2025-12-30","Active","VIP"
"CUST005459","Fatima","Siddiqui","North","Savings Account","Active","98","1178822.80","8066.63","12028.80","2025-12-27","Active","VIP"
"CUST002365","Maryam","Sheikh","South","Savings Account","Active","70","1167721.77","6362.32","16681.74","2025-12-04","Active","VIP"
"CUST004557","Noor","Raza","South","Current Account","Active","86","1166282.22","7729.39","13561.42","2025-12-25","Active","VIP"
"CUST010729","Ahmed","Farooq","South","Premium Account","Active","65","1159697.30","6863.07","17841.50","2025-12-31","Active","VIP"
"CUST008852","Hamza","Raza","North","Digital Wallet","Active","82","1158275.55","7330.30","14125.31","2025-12-29","Active","VIP"
"CUST004498","Ali","Sheikh","Central","Current Account","Active","80","1155298.79","8264.07","14441.23","2025-12-06","Active","VIP"
"CUST007317","Ayesha","Siddiqui","South","Digital Wallet","Closed","65","1151447.99","6968.45","17714.58","2025-11-30","Monitor","VIP"
"CUST010789","Omar","Qureshi","North","Savings Account","Active","59","1151223.25","7081.72","19512.26","2025-12-25","Active","VIP"
"CUST011395","Talha","Aslam","South","Current Account","Active","78","1149158.88","7918.60","14732.81","2025-12-24","Active","VIP"
"CUST007717","Saad","Khan","Central","Savings Account","Active","85","1148816.73","8009.20","13515.49","2025-12-26","Active","VIP"
"CUST008146","Maryam","Qureshi","Central","Savings Account","Active","87","1146254.67","8284.86","13175.34","2025-12-30","Active","VIP"
"CUST005335","Hamza","Farooq","Central","Digital Wallet","Dormant","81","1146013.08","6886.39","14148.31","2025-10-06","Monitor","VIP"
"CUST000994","Ahmed","Sheikh","North","Current Account","Active","85","1142168.18","8369.79","13437.27","2025-12-28","Active","VIP"
"CUST001927","Ali","Ahmed","Central","Digital Wallet","Dormant","91","1141981.56","8444.04","12549.25","2025-12-28","Active","VIP"
"CUST009730","Danish","Malik","West","Savings Account","Active","86","1140301.27","7703.46","13259.32","2025-12-28","Active","VIP"
"CUST006520","Sara","Butt","North","Savings Account","Active","89","1139946.08","8188.65","12808.38","2025-12-05","Active","VIP"
"CUST010526","Danish","Iqbal","Central","Digital Wallet","Active","65","1138431.94","7605.73","17514.34","2025-12-29","Active","VIP"
"CUST011434","Maham","Siddiqui","South","Current Account","Active","66","1136794.15","7394.28","17224.15","2025-12-26","Active","VIP"
"CUST002711","Ahmed","Siddiqui","West","Savings Account","Active","94","1136629.30","7221.69","12091.80","2025-12-30","Active","VIP"
"CUST003221","Hira","Khan","North","Savings Account","Active","67","1131696.46","7168.51","16890.99","2025-12-22","Active","VIP"
"CUST006584","Ayesha","Sheikh","North","Savings Account","Active","91","1116448.34","7903.53","12268.66","2025-12-29","Active","VIP"
"CUST004283","Maryam","Raza","Central","Savings Account","Active","73","1115421.63","7869.13","15279.75","2025-12-03","Active","VIP"
"CUST008471","Hira","Butt","Central","Premium Account","Active","61","1108914.58","7306.55","18178.93","2025-12-20","Active","VIP"
"CUST007952","Sara","Butt","Central","Premium Account","Active","57","1103260.53","7221.16","19355.45","2025-12-27","Active","VIP"
"CUST000436","Talha","Malik","North","Premium Account","Active","63","1102944.82","6426.06","17507.06","2025-12-04","Active","VIP"
"CUST002123","Usman","Butt","North","Savings Account","Active","59","1100219.26","6871.64","18647.78","2025-12-09","Active","VIP"
"CUST010535","Omar","Ahmed","North","Digital Wallet","Active","66","1099407.65","7370.58","16657.69","2025-12-30","Active","VIP"
"CUST006242","Noor","Hussain","North","Premium Account","Active","66","1095412.89","6904.05","16597.17","2025-12-22","Active","VIP"
"CUST007848","Sana","Farooq","North","Savings Account","Active","76","1092730.57","7857.50","14378.03","2025-12-23","Active","VIP"
"CUST008343","Ali","Shah","South","Digital Wallet","Closed","80","1088447.33","7641.13","13605.59","2025-12-29","Active","VIP"
"CUST011970","Zainab","Siddiqui","Central","Digital Wallet","Active","63","1086718.03","6576.04","17249.49","2025-12-21","Active","VIP"
"CUST009733","Omar","Butt","West","Digital Wallet","Active","92","1083946.42","7974.11","11782.03","2025-12-24","Active","VIP"
"CUST002934","Zainab","Malik","South","Digital Wallet","Active","62","1083622.21","6381.25","17477.78","2025-12-29","Active","VIP"
"CUST002660","Hamza","Shah","North","Digital Wallet","Active","64","1081227.35","6800.89","16894.18","2025-12-23","Active","VIP"
"CUST007035","Usman","Javed","North","Savings Account","Active","61","1076459.24","7921.47","17646.87","2025-12-06","Active","VIP"
"CUST009954","Zainab","Iqbal","Central","Current Account","Active","79","1075888.77","7735.89","13618.85","2025-12-02","Monitor","VIP"
"CUST003668","Hamza","Sheikh","North","Savings Account","Active","75","1074694.14","6738.03","14329.26","2025-12-29","Active","VIP"
"CUST003847","Maryam","Qureshi","South","Current Account","Active","69","1073940.64","6452.25","15564.36","2025-12-31","Active","VIP"
"CUST011824","Hamza","Siddiqui","Central","Savings Account","Closed","71","1072932.96","7127.91","15111.73","2025-12-10","Active","VIP"
"CUST010381","Iqra","Khan","South","Current Account","Active","46","1072280.00","7080.34","23310.43","2025-12-24","Active","VIP"
"CUST003759","Ali","Qureshi","West","Savings Account","Closed","63","1071224.24","6877.00","17003.56","2025-12-19","Active","VIP"
"CUST006246","Iqra","Raza","North","Current Account","Active","72","1068143.77","7710.96","14835.33","2025-12-26","Active","VIP"
"CUST002855","Iqra","Raza","South","Digital Wallet","Active","69","1064924.49","6985.91","15433.69","2025-12-09","Active","VIP"
"CUST004673","Hamza","Mirza","North","Digital Wallet","Active","80","1056817.04","7012.85","13210.21","2025-12-27","Active","VIP"
"CUST008305","Ahmed","Shah","South","Current Account","Closed","71","1051033.99","7076.21","14803.30","2025-12-25","Active","VIP"
"CUST010734","Ali","Iqbal","West","Savings Account","Dormant","80","1049256.98","7420.83","13115.71","2025-12-28","Active","VIP"
"CUST008234","Ali","Javed","Central","Digital Wallet","Active","61","1041199.07","6925.87","17068.84","2025-12-16","Active","VIP"
"CUST009525","Bilal","Qureshi","North","Digital Wallet","Active","70","1036112.74","7211.94","14801.61","2025-12-17","Active","VIP"
"CUST005489","Zainab","Iqbal","Central","Current Account","Active","69","1033976.27","6157.79","14985.16","2025-12-18","Active","VIP"
"CUST004562","Hassan","Qureshi","North","Current Account","Active","48","1025160.43","5790.82","21357.51","2025-11-25","Monitor","VIP"
"CUST005471","Iqra","Raza","Central","Digital Wallet","Active","68","1024221.00","6276.76","15062.07","2025-12-23","Active","VIP"
"CUST001424","Zainab","Shah","Central","Premium Account","Active","63","1020286.87","5798.45","16195.03","2025-12-22","Active","VIP"
"CUST000876","Zainab","Raza","South","Digital Wallet","Active","60","1017943.40","6397.26","16965.72","2025-12-06","Active","VIP"
"CUST008608","Hira","Shah","South","Digital Wallet","Active","51","1016201.52","5579.02","19925.52","2025-12-29","Active","VIP"
"CUST008915","Sara","Khan","Central","Savings Account","Active","67","1016188.58","5771.64","15166.99","2025-12-03","Active","VIP"
"CUST011376","Ali","Sheikh","North","Savings Account","Active","65","1013230.52","5683.07","15588.16","2025-12-17","Active","VIP"
"CUST004326","Ayesha","Sheikh","Central","Savings Account","Dormant","43","1010112.62","5661.27","23490.99","2025-12-26","Active","VIP"
"CUST008262","Iqra","Hussain","North","Digital Wallet","Closed","71","1004442.59","6606.71","14147.08","2025-12-24","Active","VIP"
"CUST002156","Fatima","Ahmed","South","Digital Wallet","Active","43","1002624.48","5182.22","23316.85","2025-12-28","Active","VIP"
"CUST001635","Maham","Farooq","West","Digital Wallet","Active","62","999761.12","5528.57","16125.18","2025-12-17","Active","VIP"
"CUST002071","Noor","Qureshi","South","Premium Account","Dormant","56","998270.93","6418.57","17826.27","2025-12-13","Active","VIP"
"CUST003362","Saad","Qureshi","Central","Digital Wallet","Active","70","989960.59","7118.45","14142.29","2025-12-18","Active","VIP"
"CUST000633","Iqra","Aslam","North","Digital Wallet","Active","61","989332.86","6645.65","16218.57","2025-12-28","Active","VIP"
"CUST007252","Hamza","Malik","Central","Digital Wallet","Active","60","988244.69","7085.29","16470.74","2025-12-01","Monitor","VIP"
"CUST002917","Usman","Javed","North","Savings Account","Dormant","68","988244.00","6636.45","14533.00","2025-12-23","Active","VIP"
"CUST005068","Danish","Khan","Central","Digital Wallet","Active","42","985417.88","6230.00","23462.33","2025-12-21","Active","VIP"
"CUST004539","Sara","Iqbal","North","Digital Wallet","Active","66","983122.17","6206.97","14895.79","2025-12-13","Active","VIP"
"CUST003510","Omar","Hussain","North","Digital Wallet","Active","75","981100.70","7082.50","13081.34","2025-12-21","Active","VIP"
"CUST002392","Ayesha","Iqbal","South","Digital Wallet","Active","41","980844.36","6483.60","23923.03","2025-12-30","Active","VIP"
"CUST005715","Zainab","Aslam","North","Savings Account","Active","53","976664.42","5143.87","18427.63","2025-12-24","Active","VIP"
"CUST007582","Hira","Qureshi","South","Digital Wallet","Active","69","973512.26","6344.26","14108.87","2025-12-24","Active","VIP"
"CUST009360","Saad","Siddiqui","North","Savings Account","Active","69","973239.16","6288.27","14104.92","2025-12-21","Active","VIP"
"CUST000559","Maham","Iqbal","Central","Current Account","Active","53","972553.46","5880.16","18350.07","2025-12-31","Active","VIP"
"CUST006506","Ayesha","Hussain","North","Current Account","Active","69","971412.69","6561.85","14078.44","2025-12-18","Active","VIP"
"CUST011695","Zainab","Sheikh","North","Digital Wallet","Dormant","68","969452.22","7063.92","14256.65","2025-12-26","Active","VIP"
"CUST007427","Iqra","Butt","West","Digital Wallet","Active","72","967373.95","6908.37","13435.75","2025-12-25","Active","VIP"
"CUST007474","Ahmed","Mirza","Central","Current Account","Active","72","966995.44","6611.24","13430.49","2025-12-31","Active","VIP"
"CUST000397","Maryam","Siddiqui","South","Current Account","Dormant","68","964224.88","5712.63","14179.78","2025-12-29","Active","VIP"
"CUST001273","Maryam","Sheikh","Central","Digital Wallet","Active","72","963787.57","7300.79","13385.94","2025-12-24","Active","VIP"
"CUST009235","Talha","Javed","North","Digital Wallet","Active","59","963585.72","5909.70","16331.96","2025-12-25","Active","VIP"
"CUST011935","Ayesha","Iqbal","South","Premium Account","Active","61","958117.65","6274.13","15706.85","2025-12-13","Active","VIP"
"CUST004540","Zainab","Mirza","Central","Savings Account","Active","42","956169.97","5513.27","22765.95","2025-12-25","Active","VIP"
